"Old_ID","ID","species","old_species"
"3235790_NF_EG_23_379_S349_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_379_S349_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235791_NF_EG_23_392_S361_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_392_S361_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235792_NF_EG_23_404_S371_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_404_S371_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235793_NF_EG_23_318_S290_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_318_S290_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235794_NF_EG_23_331_S302_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_331_S302_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235795_NF_EG_23_343_S314_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_343_S314_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235796_NF_EG_23_356_S326_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_356_S326_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235797_NF_EG_23_368_S338_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_368_S338_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235798_NF_EG_23_380_S350_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_380_S350_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235799_NF_EG_23_393_S362_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_393_S362_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235800_NF_EG_23_405_S372_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_405_S372_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235801_NF_EG_23_319_S291_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_319_S291_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235802_NF_EG_23_332_S303_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_332_S303_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235803_NF_EG_23_344_S315_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_344_S315_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235804_NF_EG_23_357_S327_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_357_S327_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235805_NF_EG_23_369_S339_L002_R1_001.unique.mapped.sorted.bam","NF_EG_23_369_S339_L002_R1_001","Secale cereale","Diversity Panel 23"
"3235806_Lo7_S351_L002_R1_001.unique.mapped.sorted.bam","Lo7_S351_L002_R1_001","Secale cereale","Secale cereale"
"3236963_NPK_EG_23_46_S1_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_46_S1_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236964_NPK_EG_23_60_S13_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_60_S13_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236965_NPK_EG_23_76_S25_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_76_S25_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236966_NPK_EG_23_89_S37_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_89_S37_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236967_NPK_EG_23_102_S49_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_102_S49_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236968_NPK_EG_23_118_S61_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_118_S61_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236969_NPK_EG_23_131_S73_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_131_S73_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236970_NPK_EG_23_145_S84_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_145_S84_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236971_NPK_EG_23_47_S2_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_47_S2_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236972_NPK_EG_23_62_S14_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_62_S14_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236973_NPK_EG_23_77_S26_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_77_S26_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236974_NPK_EG_23_90_S38_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_90_S38_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236975_NPK_EG_23_103_S50_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_103_S50_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236976_NPK_EG_23_120_S62_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_120_S62_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236977_NPK_EG_23_132_S74_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_132_S74_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236978_NPK_EG_23_146_S85_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_146_S85_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236979_NPK_EG_23_48_S3_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_48_S3_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236980_NPK_EG_23_63_S15_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_63_S15_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236981_NPK_EG_23_78_S27_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_78_S27_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236982_NPK_EG_23_91_S39_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_91_S39_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236983_NPK_EG_23_104_S51_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_104_S51_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236984_NPK_EG_23_121_S63_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_121_S63_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236985_NPK_EG_23_133_S75_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_133_S75_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236986_NPK_EG_23_147_S86_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_147_S86_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236987_NPK_EG_23_49_S4_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_49_S4_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236988_NPK_EG_23_64_S16_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_64_S16_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236989_NPK_EG_23_79_S28_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_79_S28_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236990_NPK_EG_23_92_S40_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_92_S40_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236991_NPK_EG_23_105_S52_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_105_S52_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236992_NPK_EG_23_122_S64_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_122_S64_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236993_NPK_EG_23_135_S76_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_135_S76_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236994_NPK_EG_23_149_S87_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_149_S87_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236995_NPK_EG_23_50_S5_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_50_S5_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236996_NPK_EG_23_65_S17_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_65_S17_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236997_NPK_EG_23_80_S29_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_80_S29_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236998_NPK_EG_23_93_S41_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_93_S41_L001_R1_001","Secale cereale","Diversity Panel 23"
"3236999_NPK_EG_23_106_S53_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_106_S53_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237000_NPK_EG_23_123_S65_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_123_S65_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237001_NPK_EG_23_136_S77_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_136_S77_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237002_NPK_EG_23_150_S88_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_150_S88_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237003_NPK_EG_23_51_S6_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_51_S6_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237004_NPK_EG_23_67_S18_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_67_S18_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237005_NPK_EG_23_81_S30_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_81_S30_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237006_NPK_EG_23_94_S42_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_94_S42_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237007_NPK_EG_23_107_S54_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_107_S54_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237008_NPK_EG_23_124_S66_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_124_S66_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237009_NPK_EG_23_137_S78_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_137_S78_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237010_NPK_EG_23_151_S89_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_151_S89_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237011_NPK_EG_23_53_S7_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_53_S7_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237012_NPK_EG_23_69_S19_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_69_S19_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237013_NPK_EG_23_82_S31_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_82_S31_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237014_NPK_EG_23_95_S43_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_95_S43_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237015_NPK_EG_23_108_S55_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_108_S55_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237016_NPK_EG_23_125_S67_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_125_S67_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237017_NPK_EG_23_138_S79_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_138_S79_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237018_NPK_EG_23_152_S90_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_152_S90_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237019_NPK_EG_23_55_S8_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_55_S8_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237020_NPK_EG_23_71_S20_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_71_S20_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237021_NPK_EG_23_83_S32_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_83_S32_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237022_NPK_EG_23_96_S44_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_96_S44_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237023_NPK_EG_23_109_S56_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_109_S56_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237024_NPK_EG_23_126_S68_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_126_S68_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237025_NPK_EG_23_140_S80_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_140_S80_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237026_NPK_EG_23_153_S91_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_153_S91_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237027_NPK_EG_23_56_S9_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_56_S9_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237028_NPK_EG_23_72_S21_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_72_S21_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237029_NPK_EG_23_84_S33_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_84_S33_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237030_NPK_EG_23_97_S45_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_97_S45_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237031_NPK_EG_23_112_S57_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_112_S57_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237032_NPK_EG_23_127_S69_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_127_S69_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237033_NPK_EG_23_141_S81_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_141_S81_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237034_NPK_EG_23_154_S92_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_154_S92_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237035_NPK_EG_23_57_S10_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_57_S10_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237037_NPK_EG_23_85_S34_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_85_S34_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237038_NPK_EG_23_98_S46_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_98_S46_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237039_NPK_EG_23_114_S58_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_114_S58_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237040_NPK_EG_23_128_S70_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_128_S70_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237041_NPK_EG_23_142_S82_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_142_S82_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237042_NPK_EG_23_155_S93_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_155_S93_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237043_NPK_EG_23_58_S11_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_58_S11_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237044_NPK_EG_23_74_S23_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_74_S23_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237045_NPK_EG_23_86_S35_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_86_S35_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237046_NPK_EG_23_99_S47_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_99_S47_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237047_NPK_EG_23_116_S59_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_116_S59_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237048_NPK_EG_23_129_S71_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_129_S71_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237049_NPK_EG_23_143_S83_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_143_S83_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237050_NPK_EG_23_156_S94_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_156_S94_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237051_NPK_EG_23_59_S12_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_59_S12_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237052_NPK_EG_23_75_S24_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_75_S24_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237053_NPK_EG_23_87_S36_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_87_S36_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237054_NPK_EG_23_100_S48_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_100_S48_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237055_NPK_EG_23_117_S60_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_117_S60_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237056_LO_7_S72_L001_R1_001.unique.mapped.sorted.bam","LO_7_S72_L001_R1_001","Secale cereale","Secale cereale"
"3237059_NPK_EG_23_158_S95_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_158_S95_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237060_NPK_EG_23_170_S107_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_170_S107_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237061_NPK_EG_23_182_S119_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_182_S119_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237062_NPK_EG_23_194_S131_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_194_S131_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237063_NPK_EG_23_207_S143_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_207_S143_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237064_NPK_EG_23_223_S155_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_223_S155_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237065_NPK_EG_23_239_S167_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_239_S167_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237066_NPK_EG_23_256_S179_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_256_S179_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237067_NPK_EG_23_159_S96_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_159_S96_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237068_NPK_EG_23_171_S108_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_171_S108_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237069_NPK_EG_23_183_S120_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_183_S120_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237070_NPK_EG_23_195_S132_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_195_S132_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237071_NPK_EG_23_208_S144_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_208_S144_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237072_NPK_EG_23_225_S156_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_225_S156_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237073_NPK_EG_23_241_S168_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_241_S168_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237074_NPK_EG_23_258_S180_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_258_S180_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237075_NPK_EG_23_160_S97_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_160_S97_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237076_NPK_EG_23_172_S109_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_172_S109_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237077_NPK_EG_23_184_S121_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_184_S121_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237078_NPK_EG_23_196_S133_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_196_S133_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237079_NPK_EG_23_209_S145_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_209_S145_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237080_NPK_EG_23_226_S157_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_226_S157_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237081_NPK_EG_23_242_S169_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_242_S169_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237082_NPK_EG_23_261_S181_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_261_S181_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237083_NPK_EG_23_161_S98_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_161_S98_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237084_NPK_EG_23_173_S110_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_173_S110_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237085_NPK_EG_23_185_S122_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_185_S122_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237086_NPK_EG_23_197_S134_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_197_S134_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237087_NPK_EG_23_210_S146_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_210_S146_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237088_NPK_EG_23_228_S158_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_228_S158_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237089_NPK_EG_23_244_S170_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_244_S170_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237090_NPK_EG_23_263_S182_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_263_S182_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237091_NPK_EG_23_162_S99_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_162_S99_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237092_NPK_EG_23_174_S111_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_174_S111_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237093_NPK_EG_23_186_S123_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_186_S123_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237094_NPK_EG_23_198_S135_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_198_S135_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237095_NPK_EG_23_211_S147_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_211_S147_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237096_NPK_EG_23_229_S159_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_229_S159_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237097_NPK_EG_23_246_S171_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_246_S171_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237098_NPK_EG_23_265_S183_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_265_S183_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237099_NPK_EG_23_163_S100_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_163_S100_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237100_NPK_EG_23_175_S112_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_175_S112_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237101_NPK_EG_23_187_S124_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_187_S124_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237102_NPK_EG_23_199_S136_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_199_S136_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237103_NPK_EG_23_212_S148_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_212_S148_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237104_NPK_EG_23_230_S160_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_230_S160_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237105_NPK_EG_23_247_S172_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_247_S172_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237106_NPK_EG_23_266_S184_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_266_S184_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237107_NPK_EG_23_164_S101_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_164_S101_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237108_NPK_EG_23_176_S113_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_176_S113_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237109_NPK_EG_23_188_S125_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_188_S125_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237110_NPK_EG_23_200_S137_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_200_S137_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237111_NPK_EG_23_213_S149_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_213_S149_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237112_NPK_EG_23_231_S161_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_231_S161_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237114_NPK_EG_23_267_S185_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_267_S185_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237115_NPK_EG_23_165_S102_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_165_S102_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237116_NPK_EG_23_177_S114_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_177_S114_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237117_NPK_EG_23_189_S126_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_189_S126_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237118_NPK_EG_23_201_S138_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_201_S138_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237119_NPK_EG_23_215_S150_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_215_S150_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237120_NPK_EG_23_234_S162_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_234_S162_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237121_NPK_EG_23_251_S174_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_251_S174_L001_R1_001","Secale cereale","Diversity Panel 23"
"3237122_NPK_EG_23_268_S186_L001_R1_001.unique.mapped.sorted.bam","NPK_EG_23_268_S186_L001_R1_001","Secale cereale","Diversity Panel 23"
