"Old_ID","ID","species","old_species"
"Sample_459_115_ME_L001_R1_001.unique.mapped.sorted.bam","459","Secale cereale","Secale cereale"
"Sample_45_10_ME_L001_R1_001.unique.mapped.sorted.bam","45","Secale cereale","Secale cereale"
"Sample_45_2006_6_25_8_8_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","45_2006_6_25_8_8_1","Secale cereale","Secale cereale"
"Sample_460_115_ME_L001_R1_001.unique.mapped.sorted.bam","460","Secale cereale","Secale cereale"
"Sample_461_115_ME_L001_R1_001.unique.mapped.sorted.bam","461","Secale cereale","Secale cereale"
"Sample_462_115_ME_L001_R1_001.unique.mapped.sorted.bam","462","Secale cereale","Secale cereale"
"Sample_463_115_ME_L001_R1_001.unique.mapped.sorted.bam","463","Secale cereale","Secale cereale"
"Sample_464_115_ME_L001_R1_001.unique.mapped.sorted.bam","464","Secale cereale","Secale cereale"
"Sample_465_115_ME_L001_R1_001.unique.mapped.sorted.bam","465","Secale cereale","Secale cereale"
"Sample_466_115_ME_L001_R1_001.unique.mapped.sorted.bam","466","Secale cereale","Secale cereale"
"Sample_467_115_ME_L001_R1_001.unique.mapped.sorted.bam","467","Secale cereale","Secale cereale"
"Sample_468_115_ME_L001_R1_001.unique.mapped.sorted.bam","468","Secale cereale","Secale cereale"
"Sample_469_115_ME_L001_R1_001.unique.mapped.sorted.bam","469","Secale cereale","Secale cereale"
"Sample_46_10_ME_L001_R1_001.unique.mapped.sorted.bam","46","Secale cereale","Secale cereale"
"Sample_46_2006_6_25_8_8_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","46_2006_6_25_8_8_2","Secale cereale","Secale cereale"
"Sample_470_115_ME_L001_R1_001.unique.mapped.sorted.bam","470","Secale cereale","Secale cereale"
"Sample_471_115_ME_L001_R1_001.unique.mapped.sorted.bam","471","Secale cereale","Secale cereale"
"Sample_472_115_ME_L001_R1_001.unique.mapped.sorted.bam","472","Secale cereale","Secale cereale"
"Sample_473_115_ME_L001_R1_001.unique.mapped.sorted.bam","473","Secale cereale","Secale cereale"
"Sample_474_115_ME_L001_R1_001.unique.mapped.sorted.bam","474","Secale cereale","Secale cereale"
"Sample_475_115_ME_L001_R1_001.unique.mapped.sorted.bam","475","Secale cereale","Secale cereale"
"Sample_476_115_ME_L001_R1_001.unique.mapped.sorted.bam","476","Secale cereale","Secale cereale"
"Sample_477_115_ME_L001_R1_001.unique.mapped.sorted.bam","477","Secale cereale","Secale cereale"
"Sample_478_115_ME_L001_R1_001.unique.mapped.sorted.bam","478","Secale cereale","Secale cereale"
"Sample_479_115_ME_L001_R1_001.unique.mapped.sorted.bam","479","Secale cereale","Secale cereale"
"Sample_47_10_ME_L001_R1_001.unique.mapped.sorted.bam","47","Secale cereale","Secale cereale"
"Sample_47_2006_6_25_4_1_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","47_2006_6_25_4_1_1","Secale cereale","Secale cereale"
"Sample_480_115_ME_L001_R1_001.unique.mapped.sorted.bam","480","Secale cereale","Secale cereale"
"Sample_481_115_ME_L001_R1_001.unique.mapped.sorted.bam","481","Secale cereale","Secale cereale"
"Sample_482_115_ME_L001_R1_001.unique.mapped.sorted.bam","482","Secale cereale","Secale cereale"
"Sample_483_115_ME_L001_R1_001.unique.mapped.sorted.bam","483","Secale cereale","Secale cereale"
"Sample_484_115_ME_L001_R1_001.unique.mapped.sorted.bam","484","Secale cereale","Secale cereale"
"Sample_485_115_ME_L001_R1_001.unique.mapped.sorted.bam","485","Secale cereale","Secale cereale"
"Sample_486_115_ME_L001_R1_001.unique.mapped.sorted.bam","486","Secale cereale","Secale cereale"
"Sample_487_115_ME_L001_R1_001.unique.mapped.sorted.bam","487","Secale cereale","Secale cereale"
"Sample_488_115_ME_L001_R1_001.unique.mapped.sorted.bam","488","Secale cereale","Secale cereale"
"Sample_489_115_ME_L001_R1_001.unique.mapped.sorted.bam","489","Secale cereale","Secale cereale"
"Sample_48_10_ME_L001_R1_001.unique.mapped.sorted.bam","48","Secale cereale","Secale cereale"
"Sample_48_2006_6_25_4_1_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","48_2006_6_25_4_1_2","Secale cereale","Secale cereale"
"Sample_490_115_ME_L001_R1_001.unique.mapped.sorted.bam","490","Secale cereale","Secale cereale"
"Sample_491_115_ME_L001_R1_001.unique.mapped.sorted.bam","491","Secale cereale","Secale cereale"
"Sample_492_115_ME_L001_R1_001.unique.mapped.sorted.bam","492","Secale cereale","Secale cereale"
"Sample_493_115_ME_L001_R1_001.unique.mapped.sorted.bam","493","Secale cereale","Secale cereale"
"Sample_494_115_ME_L001_R1_001.unique.mapped.sorted.bam","494","Secale cereale","Secale cereale"
"Sample_495_115_ME_L001_R1_001.unique.mapped.sorted.bam","495","Secale cereale","Secale cereale"
"Sample_496_115_ME_L001_R1_001.unique.mapped.sorted.bam","496","Secale cereale","Secale cereale"
"Sample_497_115_ME_L001_R1_001.unique.mapped.sorted.bam","497","Secale cereale","Secale cereale"
"Sample_498_115_ME_L001_R1_001.unique.mapped.sorted.bam","498","Secale cereale","Secale cereale"
"Sample_499_115_ME_L001_R1_001.unique.mapped.sorted.bam","499","Secale cereale","Secale cereale"
"Sample_49_10_ME_L001_R1_001.unique.mapped.sorted.bam","49","Secale cereale","Secale cereale"
"Sample_49_2006_6_26_2_11_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","49_2006_6_26_2_11_1","Secale cereale","Secale cereale"
"Sample_4_10_ME_L001_R1_001.unique.mapped.sorted.bam","4","Secale cereale","Secale cereale"
"Sample_4_PI_561809_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","4_PI_561809_1","Secale cereale","Secale cereale"
"Sample_500_115_ME_L001_R1_001.unique.mapped.sorted.bam","500","Secale cereale","Secale cereale"
"Sample_501_115_ME_L001_R1_001.unique.mapped.sorted.bam","501","Secale cereale","Secale cereale"
"Sample_502_115_ME_L001_R1_001.unique.mapped.sorted.bam","502","Secale cereale","Secale cereale"
"Sample_503_115_ME_L001_R1_001.unique.mapped.sorted.bam","503","Secale cereale","Secale cereale"
"Sample_504_115_ME_L001_R1_001.unique.mapped.sorted.bam","504","Secale cereale","Secale cereale"
"Sample_505_115_ME_L001_R1_001.unique.mapped.sorted.bam","505","Secale cereale","Secale cereale"
"Sample_506_115_ME_L001_R1_001.unique.mapped.sorted.bam","506","Secale cereale","Secale cereale"
"Sample_507_115_ME_L001_R1_001.unique.mapped.sorted.bam","507","Secale strictum","Secale strictum"
"Sample_508_115_ME_L001_R1_001.unique.mapped.sorted.bam","508","Secale strictum","Secale strictum"
"Sample_509_115_ME_L001_R1_001.unique.mapped.sorted.bam","509","Secale strictum","Secale strictum"
"Sample_50_10_ME_L001_R1_001.unique.mapped.sorted.bam","50","Secale cereale","Secale cereale"
"Sample_50_2006_6_26_2_11_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","50_2006_6_26_2_11_2","Secale cereale","Secale cereale"
"Sample_510_115_ME_L001_R1_001.unique.mapped.sorted.bam","510","Secale strictum","Secale strictum"
"Sample_511_115_ME_L001_R1_001.unique.mapped.sorted.bam","511","Secale strictum","Secale strictum"
"Sample_512_115_ME_L001_R1_001.unique.mapped.sorted.bam","512","Secale strictum","Secale strictum"
"Sample_513_115_ME_L001_R1_001.unique.mapped.sorted.bam","513","Secale sylvestre","Secale sylvestre"
"Sample_514_115_ME_L001_R1_001.unique.mapped.sorted.bam","514","Secale sylvestre","Secale sylvestre"
"Sample_515_115_ME_L001_R1_001.unique.mapped.sorted.bam","515","Secale sylvestre","Secale sylvestre"
"Sample_516_115_ME_L001_R1_001.unique.mapped.sorted.bam","516","Secale sylvestre","Secale sylvestre"
"Sample_517_115_ME_L001_R1_001.unique.mapped.sorted.bam","517","Secale sylvestre","Secale sylvestre"
"Sample_518_115_ME_L001_R1_001.unique.mapped.sorted.bam","518","Secale sylvestre","Secale sylvestre"
"Sample_519_115_ME_L001_R1_001.unique.mapped.sorted.bam","519","Secale vavilovii x cereale","Secale vavilovii x cereale"
"Sample_51_10_ME_L001_R1_001.unique.mapped.sorted.bam","51","Secale cereale","Secale cereale"
"Sample_51_2006_6_20_11_12_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","51_2006_6_20_11_12_1","Secale cereale","Secale cereale"
"Sample_520_115_ME_L001_R1_001.unique.mapped.sorted.bam","520","Secale vavilovii x cereale","Secale vavilovii x cereale"
"Sample_521_115_ME_L001_R1_001.unique.mapped.sorted.bam","521","Secale vavilovii x cereale","Secale vavilovii x cereale"
"Sample_522_115_ME_L001_R1_001.unique.mapped.sorted.bam","522","Secale vavilovii x cereale","Secale vavilovii x cereale"
"Sample_523_115_ME_L001_R1_001.unique.mapped.sorted.bam","523","Secale vavilovii x cereale","Secale vavilovii x cereale"
"Sample_524_115_ME_L001_R1_001.unique.mapped.sorted.bam","524","Secale vavilovii x cereale","Secale vavilovii x cereale"
"Sample_525_115_ME_L001_R1_001.unique.mapped.sorted.bam","525","Secale cereale","Secale cereale"
"Sample_526_115_ME_L001_R1_001.unique.mapped.sorted.bam","526","Secale cereale","Secale cereale"
"Sample_527_115_ME_L001_R1_001.unique.mapped.sorted.bam","527","Secale cereale","Secale cereale"
"Sample_528_115_ME_L001_R1_001.unique.mapped.sorted.bam","528","Secale cereale","Secale cereale"
"Sample_529_115_ME_L001_R1_001.unique.mapped.sorted.bam","529","Secale cereale","Secale cereale"
"Sample_52_10_ME_L001_R1_001.unique.mapped.sorted.bam","52","Secale cereale","Secale cereale"
"Sample_52_2006_6_20_11_12_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","52_2006_6_20_11_12_2","Secale cereale","Secale cereale"
"Sample_530_115_ME_L001_R1_001.unique.mapped.sorted.bam","530","Secale cereale","Secale cereale"
"Sample_531_115_ME_L001_R1_001.unique.mapped.sorted.bam","531","Secale cereale","Secale cereale"
"Sample_532_115_ME_L001_R1_001.unique.mapped.sorted.bam","532","Secale cereale","Secale cereale"
"Sample_533_115_ME_L001_R1_001.unique.mapped.sorted.bam","533","Secale cereale","Secale cereale"
"Sample_534_115_ME_L001_R1_001.unique.mapped.sorted.bam","534","Secale cereale","Secale cereale"
"Sample_535_115_ME_L001_R1_001.unique.mapped.sorted.bam","535","Secale cereale","Secale cereale"
"Sample_536_115_ME_L001_R1_001.unique.mapped.sorted.bam","536","Secale cereale","Secale cereale"
"Sample_537_115_ME_L001_R1_001.unique.mapped.sorted.bam","537","Secale cereale","Secale cereale"
"Sample_538_115_ME_L001_R1_001.unique.mapped.sorted.bam","538","Secale cereale","Secale cereale"
"Sample_539_115_ME_L001_R1_001.unique.mapped.sorted.bam","539","Secale cereale","Secale cereale"
"Sample_53_10_ME_L001_R1_001.unique.mapped.sorted.bam","53","Secale cereale","Secale cereale"
"Sample_53_TR6_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","53_TR6_1","Triticum araraticum","Triticum araraticum"
"Sample_540_115_ME_L001_R1_001.unique.mapped.sorted.bam","540","Secale cereale","Secale cereale"
"Sample_541_115_ME_L001_R1_001.unique.mapped.sorted.bam","541","Secale cereale","Secale cereale"
"Sample_542_115_ME_L001_R1_001.unique.mapped.sorted.bam","542","Secale cereale","Secale cereale"
"Sample_543_115_ME_L001_R1_001.unique.mapped.sorted.bam","543","Secale cereale","Secale cereale"
"Sample_544_115_ME_L001_R1_001.unique.mapped.sorted.bam","544","Secale cereale","Secale cereale"
"Sample_545_115_ME_L001_R1_001.unique.mapped.sorted.bam","545","Secale cereale","Secale cereale"
"Sample_546_115_ME_L001_R1_001.unique.mapped.sorted.bam","546","Secale cereale","Secale cereale"
"Sample_547_115_ME_L001_R1_001.unique.mapped.sorted.bam","547","Secale cereale","Secale cereale"
"Sample_548_115_ME_L001_R1_001.unique.mapped.sorted.bam","548","Secale cereale","Secale cereale"
"Sample_549_115_ME_L001_R1_001.unique.mapped.sorted.bam","549","Secale cereale","Secale cereale"
"Sample_54_10_ME_L001_R1_001.unique.mapped.sorted.bam","54","Secale cereale","Secale cereale"
"Sample_54_PI429376_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","54_PI429376_1","Secale cereale","Secale cereale"
"Sample_550_115_ME_L001_R1_001.unique.mapped.sorted.bam","550","Secale cereale","Secale cereale"
"Sample_551_115_ME_L001_R1_001.unique.mapped.sorted.bam","551","Secale cereale","Secale cereale"
"Sample_552_115_ME_L001_R1_001.unique.mapped.sorted.bam","552","Secale cereale","Secale cereale"
"Sample_553_115_ME_L001_R1_001.unique.mapped.sorted.bam","553","Secale cereale","Secale cereale"
"Sample_554_115_ME_L001_R1_001.unique.mapped.sorted.bam","554","Secale cereale","Secale cereale"
"Sample_555_115_ME_L001_R1_001.unique.mapped.sorted.bam","555","Secale cereale","Secale cereale"
"Sample_556_115_ME_L001_R1_001.unique.mapped.sorted.bam","556","Secale cereale","Secale cereale"
"Sample_557_115_ME_L001_R1_001.unique.mapped.sorted.bam","557","Secale cereale","Secale cereale"
"Sample_558_115_ME_L001_R1_001.unique.mapped.sorted.bam","558","Secale cereale","Secale cereale"
"Sample_559_115_ME_L001_R1_001.unique.mapped.sorted.bam","559","Secale cereale","Secale cereale"
"Sample_55_10_ME_L001_R1_001.unique.mapped.sorted.bam","55","Secale cereale","Secale cereale"
"Sample_55_PI168130_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","55_PI168130_1","Secale cereale","Secale cereale"
"Sample_560_115_ME_L001_R1_001.unique.mapped.sorted.bam","560","Secale cereale","Secale cereale"
"Sample_561_115_ME_L001_R1_001.unique.mapped.sorted.bam","561","Secale cereale","Secale cereale"
"Sample_562_115_ME_L001_R1_001.unique.mapped.sorted.bam","562","Secale cereale","Secale cereale"
"Sample_563_115_ME_L001_R1_001.unique.mapped.sorted.bam","563","Secale cereale","Secale cereale"
"Sample_564_115_ME_L001_R1_001.unique.mapped.sorted.bam","564","Secale cereale","Secale cereale"
"Sample_565_115_ME_L001_R1_001.unique.mapped.sorted.bam","565","Secale cereale","Secale cereale"
"Sample_566_115_ME_L001_R1_001.unique.mapped.sorted.bam","566","Secale cereale","Secale cereale"
"Sample_567_115_ME_L001_R1_001.unique.mapped.sorted.bam","567","Secale strictum","Secale strictum"
"Sample_568_115_ME_L001_R1_001.unique.mapped.sorted.bam","568","Secale strictum","Secale strictum"
"Sample_569_115_ME_L001_R1_001.unique.mapped.sorted.bam","569","Secale strictum","Secale strictum"
"Sample_56_10_ME_L001_R1_001.unique.mapped.sorted.bam","56","Secale cereale","Secale cereale"
"Sample_56_PI168130_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","56_PI168130_2","Secale cereale","Secale cereale"
"Sample_570_115_ME_L001_R1_001.unique.mapped.sorted.bam","570","Secale strictum","Secale strictum"
"Sample_571_115_ME_L001_R1_001.unique.mapped.sorted.bam","571","Secale strictum","Secale strictum"
"Sample_572_115_ME_L001_R1_001.unique.mapped.sorted.bam","572","Secale strictum","Secale strictum"
"Sample_573_115_ME_L001_R1_001.unique.mapped.sorted.bam","573","Secale strictum","Secale strictum"
"Sample_574_115_ME_L001_R1_001.unique.mapped.sorted.bam","574","Secale strictum","Secale strictum"
"Sample_575_115_ME_L001_R1_001.unique.mapped.sorted.bam","575","Secale strictum","Secale strictum"
"Sample_576_115_ME_L001_R1_001.unique.mapped.sorted.bam","576","Secale strictum","Secale strictum"
"Sample_577_115_ME_L001_R1_001.unique.mapped.sorted.bam","577","Secale cereale","Secale cereale"
"Sample_578_115_ME_L001_R1_001.unique.mapped.sorted.bam","578","Secale cereale","Secale cereale"
"Sample_579_115_ME_L001_R1_001.unique.mapped.sorted.bam","579","Secale cereale","Secale cereale"
"Sample_57_10_ME_L001_R1_001.unique.mapped.sorted.bam","57","Secale cereale","Secale cereale"
"Sample_57_2006_6_25_1_1_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","57_2006_6_25_1_1_1","Secale cereale","Secale cereale"
"Sample_580_115_ME_L001_R1_001.unique.mapped.sorted.bam","580","Secale cereale","Secale cereale"
"Sample_581_115_ME_L001_R1_001.unique.mapped.sorted.bam","581","Secale cereale","Secale cereale"
"Sample_582_115_ME_L001_R1_001.unique.mapped.sorted.bam","582","Secale cereale","Secale cereale"
"Sample_583_115_ME_L001_R1_001.unique.mapped.sorted.bam","583","Secale cereale","Secale cereale"
"Sample_584_115_ME_L001_R1_001.unique.mapped.sorted.bam","584","Secale cereale","Secale cereale"
"Sample_585_115_ME_L001_R1_001.unique.mapped.sorted.bam","585","Secale cereale","Secale cereale"
"Sample_586_115_ME_L001_R1_001.unique.mapped.sorted.bam","586","Secale cereale","Secale cereale"
"Sample_587_115_ME_L001_R1_001.unique.mapped.sorted.bam","587","Secale cereale","Secale cereale"
"Sample_588_115_ME_L001_R1_001.unique.mapped.sorted.bam","588","Secale cereale","Secale cereale"
"Sample_589_115_ME_L001_R1_001.unique.mapped.sorted.bam","589","Secale cereale","Secale cereale"
"Sample_58_10_ME_L001_R1_001.unique.mapped.sorted.bam","58","Secale cereale","Secale cereale"
"Sample_58_PI334516_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","58_PI334516_1","Secale cereale","Secale cereale"
"Sample_590_115_ME_L001_R1_001.unique.mapped.sorted.bam","590","Secale cereale","Secale cereale"
"Sample_591_115_ME_L001_R1_001.unique.mapped.sorted.bam","591","Secale cereale","Secale cereale"
"Sample_592_115_ME_L001_R1_001.unique.mapped.sorted.bam","592","Secale cereale","Secale cereale"
"Sample_593_115_ME_L001_R1_001.unique.mapped.sorted.bam","593","Secale cereale","Secale cereale"
"Sample_594_115_ME_L001_R1_001.unique.mapped.sorted.bam","594","Secale cereale","Secale cereale"
"Sample_595_115_ME_L001_R1_001.unique.mapped.sorted.bam","595","Secale cereale","Secale cereale"
"Sample_596_115_ME_L001_R1_001.unique.mapped.sorted.bam","596","Secale cereale","Secale cereale"
"Sample_597_115_ME_L001_R1_001.unique.mapped.sorted.bam","597","Secale cereale","Secale cereale"
"Sample_598_115_ME_L001_R1_001.unique.mapped.sorted.bam","598","Secale cereale","Secale cereale"
"Sample_599_115_ME_L001_R1_001.unique.mapped.sorted.bam","599","Secale cereale","Secale cereale"
"Sample_59_10_ME_L001_R1_001.unique.mapped.sorted.bam","59","Secale cereale","Secale cereale"
"Sample_59_PI334516_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","59_PI334516_2","Secale cereale","Secale cereale"
"Sample_5_10_ME_L001_R1_001.unique.mapped.sorted.bam","5","Secale cereale","Secale cereale"
"Sample_5_PI_561809_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","5_PI_561809_2","Secale cereale","Secale cereale"
"Sample_600_115_ME_L001_R1_001.unique.mapped.sorted.bam","600","Secale cereale","Secale cereale"
"Sample_60_10_ME_L001_R1_001.unique.mapped.sorted.bam","60","Secale cereale","Secale cereale"
"Sample_60_PI445996_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","60_PI445996_1","Secale cereale","Secale cereale"
"Sample_61_10_ME_L001_R1_001.unique.mapped.sorted.bam","61","Secale cereale","Secale cereale"
"Sample_61_PI405812_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","61_PI405812_1","Secale cereale","Secale cereale"
"Sample_62_10_ME_L001_R1_001.unique.mapped.sorted.bam","62","Secale cereale","Secale cereale"
"Sample_62_PI445999_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","62_PI445999_1","Secale cereale","Secale cereale"
"Sample_63_10_ME_L001_R1_001.unique.mapped.sorted.bam","63","Secale cereale","Secale cereale"
"Sample_63_PI445999_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","63_PI445999_2","Secale cereale","Secale cereale"
"Sample_64_10_ME_L001_R1_001.unique.mapped.sorted.bam","64","Secale cereale","Secale cereale"
"Sample_64_2006_6_25_2_6_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","64_2006_6_25_2_6_1","Secale cereale","Secale cereale"
"Sample_65_10_ME_L001_R1_001.unique.mapped.sorted.bam","65","Secale cereale","Secale cereale"
"Sample_65_2006_6_25_2_6_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","65_2006_6_25_2_6_2","Secale cereale","Secale cereale"
"Sample_66_10_ME_L001_R1_001.unique.mapped.sorted.bam","66","Secale cereale","Secale cereale"
"Sample_66_PI168222_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","66_PI168222_1","Secale cereale","Secale cereale"
"Sample_67_10_ME_L001_R1_001.unique.mapped.sorted.bam","67","Secale cereale","Secale cereale"
"Sample_67_PI446022_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","67_PI446022_1","Secale cereale","Secale cereale"
"Sample_68_10_ME_L001_R1_001.unique.mapped.sorted.bam","68","Secale cereale","Secale cereale"
"Sample_68_PI446022_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","68_PI446022_2","Secale cereale","Secale cereale"
"Sample_69_10_ME_L001_R1_001.unique.mapped.sorted.bam","69","Secale cereale","Secale cereale"
"Sample_69_PI446022_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","69_PI446022_3","Secale cereale","Secale cereale"
"Sample_6_10_ME_L001_R1_001.unique.mapped.sorted.bam","6","Secale cereale","Secale cereale"
"Sample_6_PI_4459777_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","6_PI_4459777_1","Secale cereale","Secale cereale"
